iso_code;continent;location;date;total_cases;new_cases;total_deaths;new_deaths;reproduction_rate
COL;South America;Colombia;4/01/2022;5203374.0;12353.0;130100.0;39.0;2.0
COL;South America;Colombia;5/01/2022;5219633.0;16259.0;130140.0;40.0;2.04
COL;South America;Colombia;6/01/2022;5242672.0;23039.0;130191.0;51.0;2.09
COL;South America;Colombia;7/01/2022;5268862.0;26190.0;130250.0;59.0;2.06
COL;South America;Colombia;8/01/2022;5300032.0;31170.0;130288.0;38.0;1.99
COL;South America;Colombia;9/01/2022;5330662.0;30630.0;130338.0;50.0;1.88
COL;South America;Colombia;10/01/2022;5357767.0;27105.0;130395.0;57.0;1.74
COL;South America;Colombia;11/01/2022;5380841.0;23074.0;130460.0;65.0;1.59
COL;South America;Colombia;12/01/2022;5410698.0;29857.0;130529.0;69.0;1.51
COL;South America;Colombia;13/01/2022;5440981.0;30283.0;130625.0;96.0;1.43
COL;South America;Colombia;14/01/2022;5475904.0;34923.0;130731.0;106.0;1.38
COL;South America;Colombia;15/01/2022;5511479.0;35575.0;130860.0;129.0;1.32
COL;South America;Colombia;16/01/2022;5543796.0;32317.0;130996.0;136.0;1.26
COL;South America;Colombia;17/01/2022;5568068.0;24272.0;131130.0;134.0;1.2
COL;South America;Colombia;18/01/2022;5596917.0;28849.0;131268.0;138.0;1.15
COL;South America;Colombia;19/01/2022;5624520.0;27603.0;131437.0;169.0;1.09
COL;South America;Colombia;20/01/2022;5655026.0;30506.0;131627.0;190.0;1.05
COL;South America;Colombia;21/01/2022;5686065.0;31039.0;131824.0;197.0;1.0
COL;South America;Colombia;22/01/2022;5714092.0;28027.0;132023.0;199.0;0.95
COL;South America;Colombia;23/01/2022;5740179.0;26087.0;132240.0;217.0;0.92
COL;South America;Colombia;24/01/2022;5761398.0;21219.0;132477.0;237.0;0.89
COL;South America;Colombia;25/01/2022;5780910.0;19512.0;132737.0;260.0;0.84
COL;South America;Colombia;26/01/2022;5798799.0;17889.0;133019.0;282.0;0.79
COL;South America;Colombia;27/01/2022;5816462.0;17663.0;133292.0;273.0;0.76
COL;South America;Colombia;28/01/2022;5837408.0;20946.0;133560.0;268.0;0.75
COL;South America;Colombia;29/01/2022;5855858.0;18450.0;133832.0;272.0;0.75
COL;South America;Colombia;30/01/2022;5871977.0;16119.0;134079.0;247.0;0.75
COL;South America;Colombia;31/01/2022;5887261.0;15284.0;134300.0;221.0;0.76
COL;South America;Colombia;1/02/2022;5901715.0;14454.0;134551.0;251.0;0.75
COL;South America;Colombia;2/02/2022;5916825.0;15110.0;134781.0;230.0;0.73
COL;South America;Colombia;3/02/2022;5930393.0;13568.0;135043.0;262.0;0.69
COL;South America;Colombia;4/02/2022;5943783.0;13390.0;135282.0;239.0;0.67
COL;South America;Colombia;5/02/2022;5956350.0;12567.0;135518.0;236.0;0.65
COL;South America;Colombia;6/02/2022;5966706.0;10356.0;135757.0;239.0;0.65
COL;South America;Colombia;7/02/2022;5975786.0;9080.0;135992.0;235.0;0.64
COL;South America;Colombia;8/02/2022;5985516.0;9730.0;136197.0;205.0;0.63
COL;South America;Colombia;9/02/2022;5994301.0;8785.0;136404.0;207.0;0.6
COL;South America;Colombia;10/02/2022;6002570.0;8269.0;136583.0;179.0;0.55
COL;South America;Colombia;11/02/2022;6007991.0;5421.0;136764.0;181.0;0.51
COL;South America;Colombia;12/02/2022;6014563.0;6572.0;136953.0;189.0;0.49
COL;South America;Colombia;13/02/2022;6020095.0;5532.0;137115.0;162.0;0.49
COL;South America;Colombia;14/02/2022;6023257.0;3162.0;137301.0;186.0;0.48
COL;South America;Colombia;15/02/2022;6026988.0;3731.0;137439.0;138.0;0.48
COL;South America;Colombia;16/02/2022;6031130.0;4142.0;137586.0;147.0;0.49
COL;South America;Colombia;17/02/2022;6035143.0;4013.0;137733.0;147.0;0.5
COL;South America;Colombia;18/02/2022;6039163.0;4020.0;137869.0;136.0;0.51
COL;South America;Colombia;19/02/2022;6043661.0;4498.0;137996.0;127.0;0.52
COL;South America;Colombia;20/02/2022;6047042.0;3381.0;138106.0;110.0;0.52
COL;South America;Colombia;21/02/2022;6049952.0;2910.0;138205.0;99.0;0.51
COL;South America;Colombia;22/02/2022;6052126.0;2174.0;138285.0;80.0;0.49
COL;South America;Colombia;23/02/2022;6054307.0;2181.0;138364.0;79.0;0.47
COL;South America;Colombia;24/02/2022;6056556.0;2249.0;138421.0;57.0;0.47
COL;South America;Colombia;25/02/2022;6058715.0;2159.0;138501.0;80.0;0.47
COL;South America;Colombia;26/02/2022;6060793.0;2078.0;138598.0;97.0;0.47
COL;South America;Colombia;27/02/2022;6062701.0;1908.0;138693.0;95.0;0.49
COL;South America;Colombia;28/02/2022;6064583.0;1882.0;138767.0;74.0;0.49
COL;South America;Colombia;1/03/2022;6065801.0;1218.0;138854.0;87.0;0.47
COL;South America;Colombia;2/03/2022;6067023.0;1222.0;138899.0;45.0;0.46
COL;South America;Colombia;3/03/2022;6068074.0;1051.0;138939.0;40.0;0.45
COL;South America;Colombia;4/03/2022;6069425.0;1351.0;138984.0;45.0;0.46
COL;South America;Colombia;5/03/2022;6070616.0;1191.0;139037.0;53.0;0.47
COL;South America;Colombia;6/03/2022;6071704.0;1088.0;139091.0;54.0;0.48
COL;South America;Colombia;7/03/2022;6072656.0;952.0;139120.0;29.0;0.48
COL;South America;Colombia;8/03/2022;6073416.0;760.0;139154.0;34.0;0.48
COL;South America;Colombia;9/03/2022;6074155.0;739.0;139189.0;35.0;0.47
COL;South America;Colombia;10/03/2022;6074874.0;719.0;139220.0;31.0;0.47
COL;South America;Colombia;11/03/2022;6075656.0;782.0;139255.0;35.0;0.47
COL;South America;Colombia;12/03/2022;6076333.0;677.0;139283.0;28.0;0.48
COL;South America;Colombia;13/03/2022;6076819.0;486.0;139297.0;14.0;0.49
COL;South America;Colombia;14/03/2022;6077288.0;469.0;139315.0;18.0;0.53
COL;South America;Colombia;15/03/2022;6077861.0;573.0;139335.0;20.0;0.58
COL;South America;Colombia;16/03/2022;6078487.0;626.0;139361.0;26.0;0.62
COL;South America;Colombia;17/03/2022;6079231.0;744.0;139386.0;25.0;0.65
COL;South America;Colombia;18/03/2022;6079896.0;665.0;139415.0;29.0;0.66
COL;South America;Colombia;19/03/2022;6080589.0;693.0;139434.0;19.0;0.66
COL;South America;Colombia;20/03/2022;6081131.0;542.0;139452.0;18.0;0.64
COL;South America;Colombia;21/03/2022;6081639.0;508.0;139471.0;19.0;0.61
COL;South America;Colombia;22/03/2022;6081933.0;294.0;139489.0;18.0;0.57
COL;South America;Colombia;23/03/2022;6082226.0;293.0;139508.0;19.0;0.55
COL;South America;Colombia;24/03/2022;6082577.0;351.0;139531.0;23.0;0.56
COL;South America;Colombia;25/03/2022;6082943.0;366.0;139544.0;13.0;0.58
COL;South America;Colombia;26/03/2022;6083291.0;348.0;139558.0;14.0;0.61
COL;South America;Colombia;27/03/2022;6083643.0;352.0;139573.0;15.0;0.64
COL;South America;Colombia;28/03/2022;6083939.0;296.0;139585.0;12.0;0.66
COL;South America;Colombia;29/03/2022;6084240.0;301.0;139595.0;10.0;0.69
COL;South America;Colombia;30/03/2022;6084551.0;311.0;139595.0;0.0;0.72
COL;South America;Colombia;31/03/2022;6084916.0;365.0;139621.0;26.0;0.75
COL;South America;Colombia;1/04/2022;6085270.0;354.0;139636.0;15.0;0.77
COL;South America;Colombia;2/04/2022;6085618.0;348.0;139650.0;14.0;0.79
COL;South America;Colombia;3/04/2022;6085926.0;308.0;139660.0;10.0;0.8
COL;South America;Colombia;4/04/2022;6086233.0;307.0;139670.0;10.0;0.8
COL;South America;Colombia;5/04/2022;6086484.0;251.0;139678.0;8.0;0.81
COL;South America;Colombia;6/04/2022;6086811.0;327.0;139687.0;9.0;0.83
COL;South America;Colombia;7/04/2022;6087123.0;312.0;139693.0;6.0;0.84
COL;South America;Colombia;8/04/2022;6087443.0;320.0;139703.0;10.0;0.85
COL;South America;Colombia;9/04/2022;6087737.0;294.0;139713.0;10.0;0.86
COL;South America;Colombia;10/04/2022;6088034.0;297.0;139719.0;6.0;0.87
COL;South America;Colombia;11/04/2022;6088335.0;301.0;139725.0;6.0;0.87
COL;South America;Colombia;12/04/2022;6088619.0;284.0;139729.0;4.0;0.84
COL;South America;Colombia;13/04/2022;6088912.0;293.0;139734.0;5.0;0.81
COL;South America;Colombia;14/04/2022;6089176.0;264.0;139738.0;4.0;0.75
COL;South America;Colombia;15/04/2022;6089381.0;205.0;139741.0;3.0;0.69
COL;South America;Colombia;16/04/2022;6089540.0;159.0;139745.0;4.0;0.65
COL;South America;Colombia;17/04/2022;6089662.0;122.0;139749.0;4.0;0.63
COL;South America;Colombia;18/04/2022;6089791.0;129.0;139751.0;2.0;0.65
COL;South America;Colombia;19/04/2022;6089998.0;207.0;139754.0;3.0;0.69
COL;South America;Colombia;20/04/2022;6090246.0;248.0;139755.0;1.0;
COL;South America;Colombia;21/04/2022;6090520.0;274.0;139759.0;4.0;
